index,座落,棟及號,建案名稱,總價,交易日期,單價,總面積,主建物占比,型態,樓別/棟高,交易標的,建物格局,車位總價,主要用途,主要建材,解約情形,交易明細,功能,備註,
1984,中正區重慶南路三段124巷2號,B-4F號,全坤富御,3760,113/04/17,88.9,46.49,54.41,bt05,4/22,13-1-13土13建1車1,3房2廳2衛,260,住家用,鋼骨混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,本戶總面積含雨遮(計坪不計價)：8.39㎡(2.54坪),
1985,信義區基隆路一段,B棟8號,吉祥．如藝,3178,113/04/17,132.8,29.86,59.7,bt05,6/23,10-1-10土10建1車1,2房2廳1衛,335,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1986,信義區基隆路一段,A棟8號,吉祥．如藝,3255,113/04/17,134.5,29.86,59.7,bt05,14/23,10-1-10土10建1車1,2房2廳1衛,375,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1987,信義區基隆路一段,A棟8號,吉祥．如藝,3345,113/04/17,141.5,29.86,59.7,bt05,20/23,10-1-10土10建1車1,2房2廳1衛,315,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1988,信義區基隆路一段,B棟5號,吉祥．如藝,3070,113/04/17,123.2,24.92,59.55,bt05,7/23,10-1-10土10建1車0,2房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1989,信義區基隆路一段,A棟6號,吉祥．如藝,4402,113/04/17,134,38.79,59.47,bt05,19/23,10-1-10土10建1車1,2房2廳1衛,335,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1990,信義區基隆路一段,A棟2號,吉祥．如藝,3255,113/04/17,134.5,29.86,59.7,bt05,14/23,10-1-10土10建1車1,2房2廳1衛,375,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1991,信義區基隆路一段,A棟11號,吉祥．如藝,2319,113/04/17,127.2,18.23,59.18,bt05,11/23,10-1-10土10建1車0,1房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1992,信義區基隆路一段,A棟3號,吉祥．如藝,3212,113/04/17,132.5,29.86,59.7,bt05,14/23,10-1-10土10建1車1,2房2廳1衛,375,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1993,信義區基隆路一段,B棟3號,吉祥．如藝,3064,113/04/17,140.7,28.13,60.03,bt05,13/23,10-1-10土10建1車1,2房2廳1衛,295,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1994,北投區文林北路與文承路交叉口,A5棟24號,華固上文林,6518,113/04/17,128.8,56.81,59.25,bt05,24/25,3-1-3土3建1車1,3房2廳2衛,320,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1995,大安區民輝里建國南路一段,A3-5F號,統創翼,5352,113/04/17,149.4,44.56,56.18,bt05,5/22,26-1-26土26建1車1,2房2廳2衛,350,住家用,鋼骨造(供公眾使用建築物),,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,1.雨遮計坪不計價(銷售坪數為31.38坪),
1996,中山區新生北路二段68巷,L棟L-14F號,中山麗池,4259,113/04/17,118.3,40.67,57.85,bt05,14/23,40-1-40土40建1車1,3房2廳2衛,340,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1997,中山區新生北路二段68巷,R棟R-08F號,中山麗池,3310,113/04/17,133.5,24.8,52.82,bt05,8/23,40-1-40土40建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,交易總價含下列非屬預售屋價格之費用:裝潢費,
1998,中山區新生北路二段68巷,F棟F-21F號,中山麗池,2341,113/04/17,137.1,17.08,53.91,bt05,21/23,40-1-40土40建1車0,1房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,露臺約2.66平方公尺,
1999,中山區新生北路二段68巷,G棟G-21F號,中山麗池,2375,113/04/17,137.1,17.32,53.82,bt05,21/23,40-1-40土40建1車0,1房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,露臺約2.72平方公尺,
2000,信義區基隆路二段２３號旁,F-5F號,華誼信義-閱翠,2857,113/04/16,168.3,16.98,55.62,bt05,5/24,19-1-19土19建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2001,中山區新福里吉林路329巷15號,A棟A2-5F號,鄉林中山賦,5268,113/04/16,144.8,42.92,54.31,bt05,5/15,39-1-39土39建1車1,2房2廳1衛,320,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,"本戶雨遮2.36坪,雨遮不計價",
2002,士林區福志里中山北路五段698巷,A1-5F號,中山北美,4380,113/04/16,115.2,44.14,58.1,bt06,5/10,5-1-5土5建1車1,3房2廳2衛,320,住家用,RC造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2003,南港區昆陽街,B/11F號,豐琚,3587,113/04/16,138.2,34.33,59.01,bt05,11/14,6-1-6土6建1車1,2房2廳1衛,300,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2004,北投區建民里文承路,A-5F號,新潤潤心,3195,113/04/16,110.4,33.64,58.54,bt05,5/12,1-1-1土1建1車1,2房2廳2衛,320,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2005,內湖區行善路281巷19弄,A2-11F號,國泰承真,6698,113/04/16,120.4,72.34,64.1,bt05,11/14,1-1-1土1建1車2,3房2廳2衛,640,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2006,內湖區行善路281巷19弄,A6-7F號,國泰承真,6769,113/04/16,121.3,72.34,64.1,bt05,7/14,1-1-1土1建1車2,3房2廳2衛,670,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2007,中正區重慶南路三段124巷2號,D-13F號,全坤富御,2850,113/04/16,99.7,28.59,56.82,bt05,13/22,13-1-13土13建1車0,3房2廳2衛,,住家用,鋼骨混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,本戶總面積含雨遮(計坪不計價)：4.68㎡(1.41坪),
2008,信義區基隆路一段,B棟2號,吉祥．如藝,3080,113/04/16,141.5,28.13,60.03,bt05,20/23,10-1-10土10建1車1,2房2廳1衛,295,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2009,信義區基隆路一段,B棟8號,吉祥．如藝,3153,113/04/16,133.5,29.86,59.7,bt05,14/23,10-1-10土10建1車1,2房2廳1衛,295,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2010,信義區基隆路一段,B棟5號,吉祥．如藝,3717,113/04/16,136.5,33.37,59.55,bt05,20/23,10-1-10土10建1車1,2房2廳1衛,315,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2011,信義區基隆路一段,B棟8號,吉祥．如藝,3386,113/04/16,142.5,29.86,59.7,bt05,23/23,10-1-10土10建1車1,2房2廳1衛,335,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2012,信義區基隆路一段,B棟11號,吉祥．如藝,2520,113/04/16,138.7,18.17,59.37,bt05,13/23,10-1-10土10建1車0,1房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2013,信義區基隆路一段,A棟3號,吉祥．如藝,3250,113/04/16,138,29.86,59.7,bt05,18/23,10-1-10土10建1車1,2房2廳1衛,295,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2014,萬華區西寧南路120號,F1-13F號,漢寶西門綻,2475,113/04/16,95.6,28.39,58.21,bt05,13/15,2-1-2土2建1車1,2房2廳2衛,180,(第二組)集合住宅(梯廳)(梯廳間)(H2),鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2015,中山區新生北路二段68巷,M棟M-20F號,中山麗池,1799,113/04/16,142.9,12.59,54.53,bt05,20/23,40-1-40土40建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2016,北投區石牌路二段315巷31號,A1-09F號,天母鑲玉,3700,113/04/16,85.5,45.9,58.9,bt05,9/13,9-1-9土9建1車1,3房2廳2衛,300,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2017,萬華區昆明街289巷旁,B-7F號,曉南門,1980,113/04/15,79.3,24.97,61.04,bt05,7/14,1-1-1土1建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
2018,南港區東新里興南街,A棟A3-05F號,擎天森林,4820,113/04/15,94.1,54.4,57.36,bt05,5/26,1-1-1土1建1車1,3房2廳2衛,370,住家用,鋼骨混凝土造,,明細加入比較,  Line 建坪單價計算,預售屋雨遮計坪不計價,
2019,北投區三合街一段,A3-3F號,永信方圓,2932,113/04/15,84.7,36.15,58.94,bt06,3/7,1-1-1土1建1車1,2房1廳1衛,210,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2020,北投區文林北路75巷,A1棟2F號,達麗天蒔,4860,113/04/15,109.7,51.49,59.82,bt05,2/14,1-1-1土1建1車1,3房2廳2衛,335,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2021,北投區光明路,E棟17F號,嘉磐日光,4750,113/04/15,97,55.08,59.71,bt05,17/20,17-1-17土17建1車1,3房2廳2衛,290,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2022,中正區和平西路二段135號,5F-B號,恆悅植心苑,4318,113/04/15,109.5,46.92,59.18,bt05,5/14,9-1-9土9建1車1,3房2廳2衛,300,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2023,中正區和平西路二段135號,11F-B號,恆悅植心苑,4670,113/04/15,119.1,46.92,59.18,bt05,11/14,9-1-9土9建1車1,3房2廳2衛,300,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2024,信義區基隆路二段２３號旁,B-4F號,華誼信義-閱翠,2603,113/04/15,168.7,15.43,54.84,bt05,4/24,19-1-19土19建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2025,松山區復興南路一段２５巷１弄１號旁,A3-5F號,揚昇君悅,6800,113/04/15,148.7,55.97,61.67,bt05,5/21,28-1-28土28建1車1,3房2廳2衛,350,集合住宅,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,本戶有露臺約定專用面積,
2026,松山區延壽街,A棟A5-17F號,鳴森苑,5959,113/04/15,139,51.38,59.31,bt05,17/21,1-1-1土1建1車1,3房2廳2衛,375,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,雨遮面積(m2)：4.48m2,
2027,大安區民輝里忠孝東路三段10巷1號,A棟A1-5F號,永陞韶華-韶光(大安館),14468,113/04/15,183.1,91.55,52.9,bt05,5/12,5-1-5土5建1車2,,900,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2028,北投區建民里文承路,A-8F號,新潤潤心,3220,113/04/15,111.7,33.64,58.54,bt05,8/12,1-1-1土1建1車1,2房2廳2衛,310,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2029,內湖區行善路281巷19弄,A1-9F號,國泰承真,5126,113/04/15,122.2,50.35,65.32,bt05,9/14,1-1-1土1建1車1,3房2廳2衛,320,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2030,內湖區行善路281巷19弄,A1-6F號,國泰承真,5091,113/04/15,121.3,50.35,65.32,bt05,6/14,1-1-1土1建1車1,3房2廳2衛,320,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2031,大同區萬全街48號,A棟1號,雙全星,2335,113/04/15,108.9,23.23,58.07,bt05,2/12,2-1-2土2建1車1,1房1廳1衛,230,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2032,大同區萬全街48號,A棟3號,雙全星,1668,113/04/15,113.2,14.73,52.22,bt05,5/12,2-1-2土2建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2033,信義區基隆路一段,A棟2號,吉祥．如藝,3314,113/04/15,141,29.86,59.7,bt05,19/23,10-1-10土10建1車1,2房2廳1衛,295,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2034,信義區基隆路一段,B棟11號,吉祥．如藝,2302,113/04/15,126.7,18.17,59.37,bt05,10/23,10-1-10土10建1車0,1房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2035,信義區基隆路一段,B棟2號,吉祥．如藝,3199,113/04/15,143.5,28.13,60.03,bt05,23/23,10-1-10土10建1車1,2房2廳1衛,375,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2036,信義區基隆路一段,B棟11號,吉祥．如藝,2861,113/04/15,139,26.62,59.37,bt05,19/23,10-1-10土10建1車1,1房2廳1衛,335,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2037,信義區基隆路一段,B棟11號,吉祥．如藝,2870,113/04/15,139.5,26.62,59.37,bt05,20/23,10-1-10土10建1車1,1房2廳1衛,335,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2038,信義區基隆路一段,A棟12號,吉祥．如藝,2392,113/04/15,131.2,18.23,59.18,bt05,11/23,10-1-10土10建1車0,1房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2039,信義區基隆路一段,A棟2號,吉祥．如藝,3271,113/04/15,139,29.86,59.7,bt05,17/23,10-1-10土10建1車1,2房2廳1衛,295,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2040,信義區基隆路一段,B棟8號,吉祥．如藝,3158,113/04/15,130,29.86,59.7,bt05,7/23,10-1-10土10建1車1,2房2廳1衛,375,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2041,信義區基隆路一段,B棟5號,吉祥．如藝,3600,113/04/15,131,33.37,59.55,bt05,15/23,10-1-10土10建1車1,2房2廳1衛,335,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2042,信義區基隆路一段,A棟6號,吉祥．如藝,4457,113/04/15,134.5,38.79,59.47,bt05,20/23,10-1-10土10建1車1,2房2廳1衛,375,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2043,信義區基隆路一段,A棟6號,吉祥．如藝,4498,113/04/15,136.5,38.79,59.47,bt05,23/23,10-1-10土10建1車1,2房2廳1衛,355,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2044,信義區基隆路一段,B棟4號,吉祥．如藝,5185,113/04/15,126.3,52.48,59.52,bt05,9/23,10-1-10土10建1車2,3房2廳2衛,690,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2045,信義區基隆路一段,A棟4號,吉祥．如藝,6045,113/04/15,138,49.54,59.31,bt05,19/23,10-1-10土10建1車1,3房2廳2衛,375,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2046,萬華區西寧南路120號,F1-03F號,漢寶西門綻,2335,113/04/15,90,28.32,58.18,bt05,3/15,2-1-2土2建1車1,2房2廳2衛,180,(第二組)集合住宅(梯廳)(梯廳間)(H2),鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2047,內湖區文德路22巷44弄130號,D-5F號,德孚昀品,1998,113/04/15,104.2,19.17,59.34,bt05,5/11,14-1-14土14建1車0,2房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2048,中山區新生北路二段68巷,M棟M-23F號,中山麗池,1855,113/04/15,147.4,12.59,54.53,bt05,23/23,40-1-40土40建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2049,中山區新生北路二段68巷,A棟A-11F號,中山麗池,4699,113/04/15,117.3,44.2,60.85,bt05,11/23,40-1-40土40建1車1,3房2廳2衛,400,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2050,中山區新生北路149巷32號,A2-6F號,中山富寓,2315,113/04/15,103.7,25.76,56.81,bt06,6/10,2-1-2土2建1車1,2房2廳1衛,220,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2051,松山區延壽街,B棟B4-04F號,碧硯閣,4895,113/04/14,125.9,46.52,63.73,bt05,4/24,1-1-1土1建1車1,3房2廳2衛,360,住家用,鋼骨鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,雨遮面積(m2)：6.08m2,
2052,士林區至善路一段116巷旁,A棟A1-5F號,璞真上善,6800,113/04/14,112.4,70.72,59.09,bt06,5/10,7-1-7土7建1車1,3房2廳3衛,320,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,含約定專用露臺,
2053,大安區臥龍街,3F-A6號,潤泰大安富陽,4400,113/04/14,96.9,53.44,57.57,bt05,3/23,1-1-1土1建1車1,3房2廳2衛,340,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2054,信義區基隆路二段２２號旁,A3-4F號,華誼信義-閱明,4015,113/04/14,156.6,25.64,61,bt05,4/24,15-1-15土15建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2055,北投區建民里文承路,A-4F號,新潤潤心,3138,113/04/14,108.6,33.64,58.54,bt05,4/12,1-1-1土1建1車1,2房2廳2衛,310,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
2056,北投區建民里文承路,A-11F號,新潤潤心,3258,113/04/14,112.8,33.64,58.54,bt05,11/12,1-1-1土1建1車1,2房2廳2衛,320,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
