index,座落,棟及號,建案名稱,總價,交易日期,單價,總面積,主建物占比,型態,樓別/棟高,交易標的,建物格局,車位總價,主要用途,主要建材,解約情形,交易明細,功能,備註,
1878,南港區三重里南港路一段20之1號,B棟B5-08F號,國協天玥,2891,113/04/20,125.5,23.04,60.58,bt05,8/15,41-1-41土41建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1879,文山區指南路三段１０３號旁,A2-8F號,原禾呈真,1734,113/04/20,73.9,23.46,59.77,bt05,8/11,3-1-3土3建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1880,文山區指南路三段１０３號旁,A6-9F號,原禾呈真,2251,113/04/20,71.9,38.24,61.05,bt05,9/11,3-1-3土3建1車1,3房2廳2衛,230,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1881,文山區指南路三段１０３號旁,A6-11F號,原禾呈真,2351,113/04/20,73.7,38.24,61.05,bt05,11/11,3-1-3土3建1車1,3房2廳2衛,280,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1882,南港區三重里南港路一段20之1號,B棟B7-10F號,國協天玥,4128,113/04/20,117.1,42.73,60.77,bt05,10/15,41-1-41土41建1車1,2房2廳2衛,290,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1883,南港區三重里南港路一段20之1號,B棟B6-12F號,國協天玥,4853,113/04/20,121.3,47.3,60.56,bt05,12/15,41-1-41土41建1車1,3房2廳2衛,320,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1884,中正區南海路70號,A棟15F號,雍雋品,3390,113/04/20,124.8,36.9,63.58,bt05,15/20,15-1-15土15建1車1,2房2廳2衛,280,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1885,信義區基隆路一段,A棟11號,吉祥．如藝,2379,113/04/20,130.5,18.23,59.18,bt05,14/23,10-1-10土10建1車0,1房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1886,信義區基隆路一段,A棟11號,吉祥．如藝,2479,113/04/20,136,18.23,59.18,bt05,15/23,10-1-10土10建1車0,1房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1887,信義區基隆路一段,A棟12號,吉祥．如藝,2310,113/04/20,126.7,18.23,59.18,bt05,10/23,10-1-10土10建1車0,1房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1888,信義區基隆路一段,B棟2號,吉祥．如藝,2745,113/04/20,139.5,19.68,60.03,bt05,21/23,10-1-10土10建1車0,2房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1889,信義區基隆路一段,B棟3號,吉祥．如藝,3218,113/04/20,145.5,28.13,60.03,bt05,23/23,10-1-10土10建1車1,2房2廳1衛,355,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1890,信義區基隆路一段,A棟3號,吉祥．如藝,3403,113/04/20,140.5,29.86,59.7,bt05,20/23,10-1-10土10建1車1,2房2廳1衛,395,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1891,信義區基隆路一段,A棟3號,吉祥．如藝,3385,113/04/20,141.5,29.86,59.7,bt05,21/23,10-1-10土10建1車1,2房2廳1衛,355,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1892,信義區基隆路一段,B棟9號,吉祥．如藝,3267,113/04/20,136,29.86,59.7,bt05,17/23,10-1-10土10建1車1,2房2廳1衛,355,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1893,信義區基隆路一段,B棟6號,吉祥．如藝,3501,113/04/20,140.5,24.92,59.55,bt05,21/23,10-1-10土10建1車0,2房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1894,信義區基隆路一段,A棟5號,吉祥．如藝,3785,113/04/20,124.7,30.35,59.47,bt05,12/23,10-1-10土10建1車0,2房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1895,信義區基隆路一段,A棟6號,吉祥．如藝,4230,113/04/20,129,38.79,59.47,bt05,15/23,10-1-10土10建1車1,2房2廳1衛,315,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1896,信義區基隆路一段,B棟7號,吉祥．如藝,4789,113/04/20,126.7,43.6,59.56,bt05,10/23,10-1-10土10建1車1,3房2廳2衛,335,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1897,信義區基隆路一段,B棟1號,吉祥．如藝,5271,113/04/20,137,44.03,59.52,bt05,17/23,10-1-10土10建1車1,3房2廳2衛,395,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1898,信義區基隆路一段,A棟7號,吉祥．如藝,5851,113/04/20,138.5,47.83,59.1,bt05,20/23,10-1-10土10建1車1,3房2廳2衛,395,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1899,信義區基隆路一段,A棟11號,吉祥．如藝,2534,113/04/20,139,18.23,59.18,bt05,19/23,10-1-10土10建1車0,1房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1900,信義區基隆路一段,B棟8號,吉祥．如藝,3168,113/04/20,132.3,29.86,59.7,bt05,13/23,10-1-10土10建1車1,2房2廳1衛,335,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1901,信義區基隆路一段,A棟5號,吉祥．如藝,5003,113/04/20,137.5,47.24,59.47,bt05,22/23,10-1-10土10建1車2,2房2廳1衛,830,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1902,信義區基隆路一段,A棟4號,吉祥．如藝,5896,113/04/20,143.5,41.09,59.31,bt05,22/23,10-1-10土10建1車0,2房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1903,信義區基隆路一段,A棟3號,吉祥．如藝,3284,113/04/20,136.8,29.86,59.7,bt05,13/23,10-1-10土10建1車1,2房2廳1衛,355,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1904,信義區基隆路一段,B棟9號,吉祥．如藝,3513,113/04/20,147.5,29.86,59.7,bt05,22/23,10-1-10土10建1車1,2房2廳1衛,355,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1905,大同區鄰江里延平北路四段17號,A號,永豐泰雲川,2250,113/04/20,86.5,26.02,56.31,bt05,6/11,1-1-1土1建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1906,北投區洲美里福善路,B棟2號,士科大院.,3286,113/04/20,112.7,34.98,57.87,bt05,19/22,4-1-4土4建1車1,2房2廳2衛,280,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1907,北投區洲美里福善路,B棟2號,士科大院.,3260,113/04/20,111.7,34.99,57.89,bt05,17/22,4-1-4土4建1車1,2房2廳2衛,280,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1908,中山區中山北路二段63號,A2號,國賓皇琚,22088,113/04/20,203.1,143.45,58.17,bt05,14/23,3-1-3土3建1車3,,950,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1909,中正區南昌路二段,I-6F號,世達懿居,3430,113/04/20,125.2,29.21,64.07,bt05,6/15,1-1-1土1建1車1,2房1廳1衛,230,(第二組)多戶住宅(H2),鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1910,中正區南昌路二段,I-5F號,世達懿居,3170,113/04/20,124,25.56,64.07,bt05,5/15,1-1-1土1建1車0,2房1廳1衛,,(第二組)多戶住宅(H2),鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1911,北投區洲美里福善路,A棟7號,士科大院.,5920,113/04/20,99.2,70.07,58.11,bt05,6/22,4-1-4土4建1車2,3房2廳3衛,620,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1912,中山區新生北路二段68巷,S棟S-11F號,中山麗池,2915,113/04/20,121.4,24.01,57.13,bt05,11/23,40-1-40土40建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1913,中正區博愛路110號等,11F-A2號,博愛賦御,1150,113/04/20,129.6,8.88,63.94,bt05,11/15,6-1-6土6建1車0,1房1廳1衛,,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1914,信義區基隆路一段,A-4F號,青后,3978,113/04/20,151.8,26.2,57.18,bt05,4/23,4-1-4土4建1車0,2房2廳1衛,,(第二組)多戶住宅(H-2),鋼骨RC造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1915,北投區石牌路二段315巷31號,A2-07F號,天母鑲玉,3620,113/04/20,85.7,43.86,58.98,bt05,7/13,9-1-9土9建1車1,3房2廳2衛,170,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1916,士林區美崙街11號,B1號,文林君閱,2967,113/04/20,110.4,34.13,57.52,bt05,12/14,14-1-14土14建1車1,2房2廳2衛,305,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1917,士林區美崙街11號,C1號,文林君閱,2808,113/04/20,110,32.92,57.94,bt05,13/14,14-1-14土14建1車1,2房2廳2衛,290,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1918,萬華區興義街17號,D號,城西蒔光,2200,113/04/19,74.7,36.84,59.32,bt05,10/15,3-1-3土3建1車1,2房2廳2衛,250,住商用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
1919,中正區齊東街70巷,A2-2F號,中正H25,2200,113/04/19,124.8,17.62,55.99,bt06,2/7,1-1-1土1建1車0,2房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
1920,士林區至善路一段116巷旁,A棟A2-2F號,璞真上善,6738,113/04/19,110.2,71.56,58.98,bt06,2/10,7-1-7土7建1車1,3房2廳3衛,330,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,含約定專用露臺,
1921,大安區潮州街,B-5F號,大安潮,3000,113/04/19,145.2,27.5,54.74,bt06,5/7,1-1-1土1建1車1,2房1廳1衛,200,住家用,鋼筋混凝土造,,明細加入比較,  Line 建坪單價計算,,
1922,大安區辛亥路一段,C-03F號,大安昕境,3870,113/04/19,149.4,33.54,61.17,bt05,3/14,4-1-4土4建1車1,2房2廳2衛,150,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1923,中正區和平西路二段135號,5F-C號,恆悅植心苑,2405,113/04/19,109.8,21.91,58.03,bt05,5/14,9-1-9土9建1車0,2房1廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1924,信義區基隆路二段２３號旁,B-10F號,華誼信義-閱翠,2651,113/04/19,171.8,15.43,54.84,bt05,10/24,19-1-19土19建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1925,大安區義村里仁愛路三段143巷,A4-16F號,富邦藝庭,8520,113/04/19,197.3,52.77,61.31,bt05,16/27,8-1-8土8建1車1,2房2廳2衛,430,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,全案皆含裝潢是標準配備交易總價含下列非屬預售屋價格之費用:裝潢費,
1926,大安區義村里仁愛路三段143巷,A5-24F號,富邦藝庭,8523,113/04/19,223.7,47.91,60.71,bt05,24/27,8-1-8土8建1車1,2房2廳2衛,440,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,全案皆含裝潢是標準配備交易總價含下列非屬預售屋價格之費用:裝潢費,
1927,內湖區民權東路六段210巷43號旁,A5-10F號,宏盛掬白,3520,113/04/19,112.6,31.26,61.84,bt05,10/11,3-1-3土3建1車0,2房2廳2衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1928,南港區昆陽街,A/14F號,豐琚,4313,113/04/19,137,40.82,59.79,bt05,14/14,6-1-6土6建1車1,2房2廳1衛,320,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1929,內湖區行善路281巷19弄,A3-7F號,國泰承真,3737,113/04/19,126.2,38.09,64.49,bt05,7/14,1-1-1土1建1車1,2房2廳1衛,320,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1930,文山區秀明路一段７號旁,B棟B1-3F號,安家湛,2398,113/04/19,78.2,37.84,61.15,bt05,3/14,9-1-9土9建1車1,3房2廳2衛,280,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1931,文山區秀明路一段７號旁,A棟A3-5F號,安家湛,2435,113/04/19,85.2,35.76,60.19,bt05,5/12,9-1-9土9建1車1,2房2廳2衛,305,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1932,文山區秀明路一段７號旁,B棟B2-7F號,安家湛,3136,113/04/19,89.1,42.52,59.44,bt05,7/14,9-1-9土9建1車1,3房2廳2衛,305,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1933,文山區指南路三段１０３號旁,A3-10F號,原禾呈真,2308,113/04/19,71.6,38.44,60.46,bt05,10/11,3-1-3土3建1車1,3房2廳2衛,280,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1934,信義區基隆路一段,A棟12號,吉祥．如藝,2543,113/04/19,139.5,18.23,59.18,bt05,20/23,10-1-10土10建1車0,1房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1935,信義區基隆路一段,A棟12號,吉祥．如藝,2561,113/04/19,140.5,18.23,59.18,bt05,21/23,10-1-10土10建1車0,1房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1936,信義區基隆路一段,B棟2號,吉祥．如藝,2942,113/04/19,133.5,28.13,60.03,bt05,14/23,10-1-10土10建1車1,2房2廳1衛,315,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1937,信義區基隆路一段,A棟2號,吉祥．如藝,3131,113/04/19,133.4,29.86,59.7,bt05,9/23,10-1-10土10建1車1,2房2廳1衛,275,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1938,信義區基隆路一段,A棟3號,吉祥．如藝,3271,113/04/19,139,29.86,59.7,bt05,17/23,10-1-10土10建1車1,2房2廳1衛,295,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1939,信義區基隆路一段,A棟9號,吉祥．如藝,3242,113/04/19,135.8,29.86,59.7,bt05,11/23,10-1-10土10建1車1,2房2廳1衛,335,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1940,信義區基隆路一段,B棟5號,吉祥．如藝,3526,113/04/19,141.5,24.92,59.55,bt05,23/23,10-1-10土10建1車0,2房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1941,信義區基隆路一段,A棟8號,吉祥．如藝,3262,113/04/19,135.8,29.86,59.7,bt05,11/23,10-1-10土10建1車1,2房2廳1衛,355,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1942,信義區基隆路一段,B棟5號,吉祥．如藝,3413,113/04/19,124.3,33.37,59.55,bt05,9/23,10-1-10土10建1車1,2房2廳1衛,315,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1943,大同區承德路二段,E-21F號,宏國大道城B棟,11815,113/04/19,127.5,92.67,57.37,bt05,21/26,2-1-2土2建1車0,3房2廳3衛,,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1944,大同區承德路二段,F-21F號,宏國大道城B棟,4879,113/04/19,124.1,43.54,59.3,bt05,21/26,2-1-2土2建1車2,2房1廳1衛,640,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1945,信義區信義路四段,A7-9F號,全坤X101,4888,113/04/19,157.7,30.99,59.52,bt05,9/15,9-1-9土9建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1946,中山區新生北路二段68巷,B棟B-08F號,中山麗池,2650,113/04/19,134.7,19.68,60.48,bt05,8/23,40-1-40土40建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,交易總價含下列非屬預售屋價格之費用:裝潢費,
1947,信義區基隆路一段,C-19F號,青后,3232,113/04/19,159,20.33,54.32,bt05,19/23,4-1-4土4建1車0,2房2廳1衛,,(第二組)多戶住宅(H-2),鋼骨RC造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1948,信義區基隆路一段,B-19F號,青后,3215,113/04/19,159.5,20.16,54.28,bt05,19/23,4-1-4土4建1車0,2房2廳1衛,,(第二組)多戶住宅(H-2),鋼骨RC造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1949,士林區美崙街11號,B2號,文林君閱,2926,113/04/19,108.8,34.17,57.53,bt05,11/14,14-1-14土14建1車1,2房2廳2衛,300,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1950,北投區洲美里福美路與福善路,A3-5F號,遠雄商舟,14452,113/04/18,66.2,236.89,,bt04,5/18,1-1-1土1建1車5,,1154,商業用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 預售備查,,
1951,北投區洲美里福美路與福善路,A5-5F號,遠雄商舟,12776,113/04/18,65.5,213.49,,bt04,5/18,1-1-1土1建1車5,,1154,商業用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 預售備查,,
1952,士林區舊佳里文林路584號,D棟參號,有川翩翩,1350,113/04/18,91,14.84,59.12,bt05,3/14,7-1-7土7建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1953,士林區文林路,A1-12F號,恆合芝山,2550,113/04/18,109,26.47,57.03,bt05,12/12,1-1-1土1建1車1,2房1廳1衛,180,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1954,北投區三合街一段,A1-5F號,永信方圓,3928,113/04/18,87.3,53.49,59.2,bt06,5/7,1-1-1土1建1車1,3房2廳2衛,320,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1955,北投區三合街一段,A1-4F號,永信方圓,3778,113/04/18,86.3,45.34,59.2,bt06,4/7,1-1-1土1建1車1,3房2廳2衛,210,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1956,大同區酒泉街,A1棟7樓號,京之硯,2630,113/04/18,91,33.11,58.06,bt06,7/10,5-1-5土5建1車1,2房1廳1衛,180,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1957,大安區民輝里忠孝東路三段40號,A2-14F號,永陞韶華-華年(工研館),8190,113/04/18,182,50.02,61.51,bt05,14/15,3-1-3土3建1車1,3房2廳2衛,450,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1958,信義區基隆路二段２２號旁,A1-3F號,華誼信義-閱明,5520,113/04/18,152.1,42.83,61.08,bt05,3/24,15-1-15土15建1車1,2房2廳2衛,420,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1959,士林區福志里中山北路五段698巷,A2-2F號,中山北美,2540,113/04/18,109,23.3,58.84,bt06,2/10,5-1-5土5建1車0,2房2廳1衛,,住家用,RC造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1960,北投區建民里文承路,A-12F號,新潤潤心,3330,113/04/18,116,33.64,58.54,bt05,12/12,1-1-1土1建1車1,2房2廳2衛,310,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1961,內湖區行善路281巷19弄,A2-12F號,國泰承真,6742,113/04/18,120.7,72.34,64.1,bt05,12/14,1-1-1土1建1車2,3房2廳2衛,670,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1962,內湖區行善路281巷19弄,A7-8F號,國泰承真,5135,113/04/18,123.9,49.96,65.25,bt05,8/14,1-1-1土1建1車1,3房2廳2衛,310,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1963,內湖區行善路281巷19弄,A2-5F號,國泰承真,6317,113/04/18,118.9,61.32,64.1,bt05,5/14,1-1-1土1建1車1,3房2廳2衛,335,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1964,大同區萬全街48號,A棟1號,雙全星,2245,113/04/18,116.1,19.34,58.07,bt05,7/12,2-1-2土2建1車0,1房1廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1965,士林區富光里葫蘆街30巷25號,A2-09F號,合矩青澄,3110,113/04/18,80.3,46.26,60.15,bt05,9/11,1-1-1土1建1車1,3房2廳2衛,290,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1966,文山區指南路三段１０３號旁,A3-7F號,原禾呈真,2162,113/04/18,67.9,38.44,60.46,bt05,7/11,3-1-3土3建1車1,3房2廳2衛,240,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1967,信義區基隆路一段,A棟12號,吉祥．如藝,2328,113/04/18,127.7,18.23,59.18,bt05,12/23,10-1-10土10建1車0,1房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1968,信義區基隆路一段,A棟9號,吉祥．如藝,3191,113/04/18,133.4,29.86,59.7,bt05,9/23,10-1-10土10建1車1,2房2廳1衛,335,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1969,信義區基隆路一段,B棟6號,吉祥．如藝,3882,113/04/18,129.7,41.81,59.55,bt05,12/23,10-1-10土10建1車2,2房2廳1衛,650,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1970,信義區基隆路一段,B棟6號,吉祥．如藝,3339,113/04/18,134,24.92,59.55,bt05,15/23,10-1-10土10建1車0,2房2廳1衛,,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1971,信義區基隆路一段,B棟9號,吉祥．如藝,3277,113/04/18,136.5,29.86,59.7,bt05,14/23,10-1-10土10建1車1,2房2廳1衛,355,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1972,信義區基隆路一段,A棟2號,吉祥．如藝,3408,113/04/18,142.6,29.86,59.7,bt05,22/23,10-1-10土10建1車1,2房2廳1衛,355,住家用,鋼骨鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1973,大同區承德路二段,D-10F號,宏國大道城B棟,11044,113/04/18,115.6,97.7,57.37,bt05,10/26,2-1-2土2建1車1,3房2廳3衛,330,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1974,信義區信義路四段,A1-12F號,全坤X101,6828,113/04/18,162.8,45.6,60.2,bt05,12/15,9-1-9土9建1車1,3房2廳2衛,300,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1975,北投區中和街251號1樓,B-14號,玖原和美,2599,113/04/18,88.3,32.33,52.58,bt05,14/15,12-1-12土12建1車1,2房2廳1衛,190,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1976,北投區文林北路131號,A2號,家居安曼,6780,113/04/18,109.3,78.6,60.71,bt05,4/25,1-1-1土1建1車2,3房2廳2衛,520,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1977,中山區中山北路二段63號,B2號,國賓皇琚,19297,113/04/18,196.1,121.38,58.19,bt05,12/23,3-1-3土3建1車2,,640,住家用,鋼骨造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1978,士林區美崙街11號,A1號,文林君閱,3825,113/04/18,103.6,45.81,58.2,bt05,6/14,14-1-14土14建1車1,3房2廳2衛,325,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1979,中正區和平西路二段135號,12F-B號,恆悅植心苑,4720,113/04/17,120.5,46.92,59.18,bt05,12/14,9-1-9土9建1車1,3房2廳2衛,300,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1980,文山區羅斯福路六段304號,9F-A9號,丰景,3342,113/04/17,108,39.99,57.97,bt05,9/13,5-1-5土5建1車1,2房2廳1衛,270,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1981,文山區羅斯福路六段304號,9F-B9號,丰景,2916,113/04/17,109,26.75,57.46,bt05,9/13,5-1-5土5建1車0,2房2廳1衛,,住家用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1982,南港區昆陽街,A/05F號,豐琚,4069,113/04/17,128.6,40.82,59.79,bt05,5/14,6-1-6土6建1車1,2房2廳1衛,320,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,,
1983,中山區中山北路二段183巷,C-02號,耕青禾,6470,113/04/17,118.8,62.94,56.97,bt05,2/13,12-1-12土12建1車1,2衛,310,住商用,鋼筋混凝土造,,明細加入比較同建案(基地),  Line 建坪單價計算 預售備查,"含約定專用露台
51.02m2",
